YM,Year,Month,Flow,Banff_precip,Ghost RS_precip,Lake Louise_precip,Elbow Ranger Station_precip,Calgary Intl A_precip,Three Isle Lake_avetemp_avg_temp,Cuthead Lake_avetemp_avg_temp,Banff_avetemp_avg_temp,Ghost RS_avetemp_avg_temp,Lake Louise_avetemp_avg_temp,Skoki Mountain_avetemp_avg_temp,Sunshine Village_avetemp_avg_temp,Little Elbow Summit_avetemp_avg_temp,Forget-me-not Mountain_avetemp_avg_temp,Elbow Ranger Station_avetemp_avg_temp,Scotch Camp_avetemp_avg_temp,Dogrib Creek_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Banff_max_temp,Ghost RS_max_temp,Lake Louise_max_temp,Elbow Ranger Station_max_temp,Calgary Intl A_max_temp,Three Isle Lake_min_temp,Cuthead Lake_min_temp,Banff_min_temp,Ghost RS_min_temp,Lake Louise_min_temp,Elbow Ranger Station_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO,SD_BA801_802_808,SD_BL804_805,SD_BA810,SW_BA801_802_808,SW_BL804_805,SW_BA810
Feb-97,1997,2,0,4.4,19.519998,24.8,38,3.7,-7.288356432,-8.24019,-4.5,-2.00488,-6.6,-7.109584258,-8.5,-7.75753,-4.82069,-4.3,-2.32409,-4.926167656,-2.8,9.8,10.44741,7.6,15,13,-24.136748,-21.21239,-23.8,-20.370746,-26.4,-23,-14.8,5.26,0.473,0.592,0.424,0.533,0.45,1.207,0.2,0.19,-0.39,-0.24,1.889,107.3333333,0,0,250,0,0
Mar-97,1997,3,35.9357225,21.1,18.3,66.7,41,17.1,-6.231839247,-8.47264,-4,-4.283128,-4.9,-7.55943,-9.2,-7.78121,-5.6682,-5.4,-2.77518,-6.27193,-4,10.8,4.802,9.5,16,17.8,-24.93301,-25.88732,-24.4,-15.212,-26.7,-30,-26.9,2.09,0.489,0.732,0.498,0.604,-1.56,-1.095,0.18,0.2,0.06,-0.06,1.091,103.3333333,0,127,280,0,351
Apr-97,1997,4,35.304738,25.3,30.2,38.9,27.1,12.6,-5.309143505,-4.71449,0.6,1.91929,-1,-6.013279677,-5.8,-5.52783,-2.40933,-0.1,-1.911032258,-3.712430108,2.2,14.4,12.795702,11.5,18,21.8,-24.72203,-23.63653,-17.2,-12.947584,-20.5,-20.5,-13.8,-0.97,0.857,0.961,0.547,0.849,0.29,-1.553,0.12,0.53,0.28,0.34,0.324,107.6666667,69.5,145,326,177.5,439
May-97,1997,5,141.63904,34,114.8,58.9,126.5,100.7,1.82057,4.10344086,7.3,10.765978,6.1,3.50001,2,2.15091,4.46687,6.3,6.739720429,3.64012,9.3,22.8,24.262146,20.3,24,27.1,-10.04895,-8.4,-5.7,-0.53076,-7.9,-7,-2.6,-1.35,1.674,1.657,1.381,1.693,0.77,-2.408,0.13,0.67,1.07,0.87,-0.961,0,0,140,0,0,483
Jun-97,1997,6,290.69385,44.8,96.50001,72.4,93.5,138.4,4.94086,6.41354,11.2,10.625226,9.5,7.26729,5.2,5.23328,8.94091,11,12.6182,6.525333333,13.8,23.6,22.646908,22.5,24,23,-3.4626,-1.52748,-2.9,0.49556,-2.5,-2.5,2.8,-4.05,2.054,2.382,1.985,2.311,-0.25,-3.016,0.05,0.53,1.68,1.15,-0.815,0,0,77,0,0,330
Jul-97,1997,7,171.28548,16.8,20.59999,17,27.6,16.9,8.23614,9.20567,14,12.527454,12,9.87056,10.3,8.29773,11.80515,12.6,15.67907,7.770666667,16,29.4,28.00581,28.3,28,29.9,-0.17417,-0.72419,1.3,-1.086256,-0.9,-0.5,2.7,1.18,1.406,1.442,1.15,1.462,0.1,-0.905,0.18,0.71,2.27,1.6,-0.431,0,0,0,0,0,0
Aug-97,1997,8,121.7951,35.1,69.10001,65.6,83.8,57.8,9.793343225,9.52038,14,13.872048,12,10.39442,9.4,8.27614,11.74242,13.6,15.14763,10.37148,15.9,32.2,27.43717,30.5,31,33.9,-0.135488,-3.49685,-0.8,2.734312,-1.7,-1,2.8,1.78,1.983,2.123,1.746,2.117,-0.55,-2.306,0.13,0.76,2.75,1.94,0.121,0,0,0,0,0,0
Sep-97,1997,9,100.4220625,53,48.5,50.1,39.2,37.8,6.627559829,6.913073397,10.9,11.528244,8.8,7.684884,5.8,5.707515354,9.550266666,10.8,9.81063742,7.80193,13.1,26.4,21.559394,23,28,29,-5.506378,-5.73843,-3,1.840708,-2.4,-4,-1.9,-0.67,1.717,1.639,1.616,1.787,0.22,-1.552,0.23,0.86,2.84,2.1,0.195,0,0,0,0,0,0
Oct-97,1997,10,0,21,13.5,30.7,16.7,14.8,-0.76140871,0.151132065,3.5,3.94276,1.1,-0.695226667,-1.9,-0.265086452,2.287072581,4,1.623325269,0.415040323,4.7,18,13.909084,14.5,23,23.6,-15.034706,-15.011764,-8.3,-5.012596,-7.8,-10.5,-8.1,-2.26,1.526,1.587,1.325,1.589,-0.12,-1.685,0.36,0.83,3.11,2.29,-0.7,0,0,0,0,0,0
Nov-97,1997,11,0,6.6,2.8,25.2,4.4,0.6,-5.774026286,-4.362614667,-2.1,0.178634,-4.3,-5.909836,-5.4,-4.705827429,-0.363426,-2.4,1.29163,-1.774680667,-1.5,8.9,9.944154,6.1,15.5,16.3,-18.72528,-16.214068,-18.9,-11.286186,-16.9,-18,-14.2,-0.99,1.04,1.281,1.067,1.224,0.86,-1.311,0.23,0.94,3.22,2.42,-0.661,0,0,0,0,0,0
Dec-97,1997,12,0,32.3,4.3,56.76,3,6.3,-6.590615978,-7.879205032,-6.4,-3.516414,-10.4,-5.99578,-8.9,-5.188537634,-2.91769,-3.6,-0.15567,-4.528778516,-2.6,5.9,6.028052,0.5,14,14.6,-19.114628,-19.601478,-18.7,-14.114836,-22.5,-22,-20.7,-0.2,0.551,0.867,0.907,0.846,0.85,-1.122,0.24,0.78,3.24,2.3,-0.071,0,0,0,0,0,0
Jan-98,1998,1,0,7.8,22.6,43.54,45.5,15.6,-10.88409455,-10.91236732,-11.6,-10.391426,-12.1,-8.78362,-12.3,-12.31797,-9.50898,-12.4,-5.83729,-9.37805,-13.6,4.3,0.320708,3.5,8,8.9,-35.730808,-31.109842,-42.2,-25.800174,-40.4,-41.5,-35.8,-0.28,0.788,0.991,0.853,0.946,0.3,-2.527,0.3,0.91,3.03,2.42,-2.081,0,0,0,0,0,0
Feb-98,1998,2,0,16.02,0,26.28,2,4,-7.33351,-7.747530271,-3.8,-2.19547,-5.6,-3.67914,-7.6,-6.560671337,-2.392504263,-4.4,0.11301,-4.06153,-2.9,7.1,7.393402,6.7,11,11.6,-23.07314,-20.458504,-21.5,-12.887164,-24.7,-22,-16,2.44,1.158,1.482,1.428,1.446,0.89,-1.975,0.38,0.85,2.5,2.08,-0.183,61.33333333,0,0,138.6666667,0,0
Mar-98,1998,3,25.71746,56.48,76.93,22.4,112,59.4,-4.44992,-5.166483333,-3.4,-2.494474,-3.5,-3.025888,-7.6,-4.314205333,0.114362667,-5.7,-3.057055333,-3.727202667,-4.6,9,5.322234,9.2,12,12.5,-20.644118,-18.031598,-20.9,-11.104302,-24.3,-26.5,-23.7,1.24,1.222,1.407,1.357,1.41,0.69,-3.312,0.37,0.51,2.03,1.49,-0.254,66,0,93,173.3333333,0,264
Apr-98,1998,4,46.531894,18.5,28.94,44.5,30.7,41.2,-1.6,-0.01365,3.6,5.98453,2.3,-0.7,-1.8,-2.6835,1.534602151,4.788387097,1.7,0.62313,6.4,19.6,14.94,18.9,24.42,24.2,-17.4,-12.01197,-15.8,-3.14,-11.5,-13.74,-5.3,-0.39,0.242,0.31,0.643,0.417,0.85,-2.797,0.36,0.23,1.51,0.9,-0.038,71.33333333,78,104,194.6666667,189.5,292
May-98,1998,5,211.9531,82.7,126.92,51.8,213.59999,86.4,4.8,6.65627,9.7,10.098352,8.9,6.2,5.2,4.8,7.8,9.622043011,7.5,6.89926,12.2,23.2,22.630536,21.5,23.74,26.3,-4.4,-3.3499,-3.3,-1.718916,-3.3,-3.74,-0.1,-1.26,-0.526,-0.355,0.219,-0.225,-1.87,0.173,0.43,0.19,1.25,0.68,0.429,0,0,73,0,0,272
Jun-98,1998,6,269.23615,120.4,178.79999,48.46,192.50001,110.4,5.5,5.500485656,10.2,9.177622,9.9,6.6,4.819634409,5.2,8.3,10.29013,7.81631886,6.9,12.5,23.5,19.78353,22.7,23.51898,23.7,-5.3,-4.278978,-2.2,-0.330494,-2.1,-1.8909,1.3,-0.85,-0.488,-0.519,0.269,-0.261,0.09,1.053,0.65,-0.27,0.09,-0.39,-0.711,0,0,0,0,0,0
Jul-98,1998,7,190.54754,33.6,91.00001,57.76,73.1,132.2,12.4,12.3,16.8,12.398044,15.4,12.4,7.901204301,12.2,12.6,11.87281721,11.34740344,8.618838709,17.8,32.3,24.397702,30.6,26.88,29.4,2.8,0.3,4.5,1.317944,1.8,-1.62,5.7,-0.57,-0.427,-0.681,-0.271,-0.469,1.67,1.488,0.57,-0.45,-0.17,-0.73,-0.212,0,0,0,0,0,0
Aug-98,1998,8,108.7872825,11,22.79999,30.6,36.1,18,12.1,10.67924153,15.6,13.26343,13.9,11.9,9.944172041,11.9,13.82361065,15.38294,14.115814,11.12703226,17.8,32.3,26.011158,31,33.73838,32.5,-0.2,-0.664838,0.3,1.13742,0.1,1.54414,5.4,1.8,-0.215,-0.171,0.064,-0.082,-0.6,0.825,0.7,-0.64,-0.27,-0.83,0.65,0,0,0,0,0,0
Sep-98,1998,9,76.9610975,16.8,15.5,23.62,32,26,9,8.463800667,11.7,11.441298,10.9,8.4,4.4,8.8,10.7,10.69213,10.6,8,12.7,30,22.938,28.3,32.75353,32.5,-2.4,-2.944838,-2.6,0.8188,-2.5,-2.23787,-0.8,-3.48,-0.923,-0.867,-0.488,-0.781,0.42,1.036,0.45,-0.7,-0.46,-0.82,-1.05,0,0,0,0,0,0
Oct-98,1998,10,0,27,33,43.7,37.90001,11.4,1.3,1.2,5,4.41398,3,1,-0.2,1.9,4.5,3.04572043,3,2.5,7,17.9,14.78353,16.4,21.98,23.3,-7.8,-10.4,-4.9,-4.964294,-7,-11.94,-6.3,1.34,-1.455,-1.576,-1.033,-1.42,0.77,1.005,0.48,-1.02,-0.74,-1.19,0.294,0,0,0,0,0,0
Nov-98,1998,11,0,33,7.4,34.56,20.29999,14.1,-6.2,-7,-2.8,-2.100448,-4.1,-6.5,-6.9,-6.1,-3.5,-3.088860215,-4.14911828,-5.5,-2.6,6,12.840974,7.1,14.84,10,-20.2,-16.7,-18.3,-20.225374,-22.4,-23.32,-14.2,1.13,-0.815,-0.612,-0.406,-0.637,0.7,1.005,0.49,-1.1,-0.71,-1.23,-1.449,0,0,0,0,0,0
Dec-98,1998,12,0,27,22.8,42.88,23.9,19,-12,-13.1,-10.3,-8.75948,-12.4,-13,-13.3,-12.1,-9,-8.35765,-11.9,-10.7,-8.4,4.8,7.430228,1.5,11.99804,15.2,-38.1,-35.4,-34.8,-28.283928,-39.9,-35.39865,-29.9,1.95,-1.072,-0.874,-0.607,-0.898,-0.39,1.322,0.47,-1.24,-1,-1.51,1.353,0,0,0,0,0,0
Jan-99,1999,1,0,45.5,5.4,57.1,6.6,11.3,-9.4,-9.9,-7.4,-5.413426,-8.7,-9.5,-10.2,-9.3,-7.1,-6.16557,-9.8,-8.6,-7.9,3.3,5.770284,0.5,8.01279,9.1,-29.2,-25.5,-27.5,-20.778558,-31.2,-26.68266,-25.2,0.9,-0.926,-0.543,-0.424,-0.671,-0.44,1.583,0.23,-1.5,-0.97,-1.53,0.11,0,0,0,0,0,0
Feb-99,1999,2,0,9.2,0,18.82,1.8,0,-8.5,-9.4,-4.4,-1.096458,-6.9,-9.2,-10,-7.6,-3.8,-1.67195,-5.9,-6.9,-1.5,7.4,8.828756,8.4,12.03191,13.5,-20,-21.8,-22,-13.510814,-27.4,-18.47469,-12.8,1.8,-1.202,-0.756,-0.679,-0.943,-0.46,0.575,0.18,-1.43,-0.77,-1.41,0.482,84.33333333,0,0,221.6666667,0,0
Mar-99,1999,3,28.3694,20.6,19.204,30.2,28.24,6.4,-5.6,-6.1,-2,0.436494,-3.5,-6.5,-7.2,-4.6,-2.3,-0.601311828,-3.4,-4.8,-0.8,16.1,12.169982,17,18.5,19.9,-19.7,-18,-18.9,-13.589788,-21.9,-21.72,-16.2,-0.72,-1.12,-0.867,-0.552,-0.907,0.38,0.785,0.18,-1.02,-0.37,-0.92,-1.492,98,0,135,278.6666667,0,404
Apr-99,1999,4,38.943378,45.6,75.32,44.48,84.08,72.8,-1.8,-2.2,3,4.000908,1.2,-2.1,-3.3,-0.7,1.2,3.643290323,1,-1.3,4.8,20.5,12.139642,18.5,20.94,24.7,-21.6,-16.2,-12.3,-3.020094,-17.2,-12.24,-11.2,0.43,-1.469,-1.452,-0.908,-1.373,0.05,2.096,0.29,-0.88,-0.63,-0.81,0.284,94.33333333,61,141,304.6666667,188,467
May-99,1999,5,86.9164075,29.9,54.02,49.4,59.96,52.8,1.1,0.8,5.9,6.444728,4.5,1.019505376,-0.1,3.1,4.4,6.699333333,4,1.8,8.7,25.6,16.819642,23.8,25.1,27.3,-15.3,-12.8,-8.6,-2.900094,-9.5,-8.54,-6.5,1.03,-1.81,-1.864,-1.509,-1.833,-0.05,0.436,0.45,-0.84,-0.59,-0.87,0.226,0,0,123,0,0,465
Jun-99,1999,6,221.473725,31.1,89.644002,44.84,100.702002,95.4,4.9,4.9,9.7,11.673458,8.4,5.3,3.9,5.3,7.9,10.1093886,7.7,5.4,11.9,25.8,25.042162,24.4,26.401108,26.2,-7.4,-6.7,-3,0.575356,-4.2,-2.950186,0,1.39,-1.797,-1.91,-1.741,-1.917,0.43,0.004,0.41,-0.78,-0.69,-0.95,0.707,0,0,70,0,0,340
Jul-99,1999,7,279.86466,126.6,207.01,66.96,190.25,103.8,7.8,7.2,11.5,9.133746,10.3,7.6,4.509634409,7.8,10.1,11.92097,9.6,7.3,13.7,27.3,20.59209,25.8,30.34902,32.3,-3,-7.4,-2.5,-1.431906,-2.1,-1.23241,1.2,-1.85,-1.24,-1.321,-1.172,-1.302,-0.92,0.517,0.37,-0.82,-0.64,-0.84,-0.002,0,0,0,0,0,0
Aug-99,1999,8,202.923625,64.6,195.07,34.48,80.77,89.2,11.1,10.5,14.7,10.336898,13.6,10.8,9.9,10.9,13.1,12.48548387,12.8,10.4,15.9,28.7,21.287202,28.3,28.86,28.9,-0.6,-1.6,0.8,0.733432,0.2,-0.76,4.3,-3.67,-1.067,-1.189,-0.895,-1.104,1.95,-0.029,0.52,-0.92,-0.74,-0.98,-0.672,0,0,0,0,0,0
Sep-99,1999,9,99.2298775,34.8,22.35,37.82,37.59,9.1,4.9,4.5,8.2,6.742776,6.9,4.6,3.9,4.6,6.9,8.03066,6.6,4.7,10.3,25.3,19.623622,22.9,27.34282,29.1,-9,-10.3,-5.5,-5.004516,-7.9,-6.81594,-6.4,-0.51,-1.462,-1.379,-1.306,-1.457,0.33,-0.072,0.45,-0.76,-0.94,-0.84,0.059,0,0,0,0,0,0
Oct-99,1999,10,0,56.5,8.38,30.64,23.37,3.6,-1.25329,-1.7,3.2,3.467638,1.2,-1.8,-2.667679742,-0.4,3.3,4.29624,2.2,0.6,5.7,17.4,11.76,14.4,23.60723,23.2,-13.72466,-16.9,-10.7,-5.4,-12.2,-11.02913,-9.3,-0.69,-1.921,-1.849,-1.756,-1.928,0.62,0.946,0.25,-0.84,-1.16,-1.03,-0.006,0,0,0,0,0,0
Nov-99,1999,11,0,40.1,21.07999,51.9,20.58,12.4,-3.2,-4.5,-1,0.260602,-3.7,-5.1,-4.3,-2.5,0,-1.613784946,-0.6,-2.6,1.3,13.1,12.191256,8.6,15.64,21.2,-16,-19.8,-14.9,-14.72842,-20.6,-20.4,-15,0.3,-1.836,-1.754,-1.499,-1.786,0.45,1.221,0.12,-1.05,-1.42,-1.41,0.611,0,0,0,0,0,0
Dec-99,1999,12,0,4.1,6.86,29.78,16.51,1.8,-5.6,-6.5,-4.8,-0.605116,-8.3,-7.6,-7.1,-5.3,-1.4,-1.43487,-2.7,-3.5,-0.6,3.3,7.7613,1.1,20.59313,19.5,-17.8,-22.8,-14.9,-10.586774,-20.4,-20.79491,-16.7,2.13,-1.741,-1.64,-1.546,-1.733,-0.09,1.37,0.25,-1.2,-1.46,-1.54,1.043,0,0,0,0,0,0
Jan-00,2000,1,0,13.6,16.01001,40,13.97,10.2,-10.6,-11.7,-10.2,-5.163754,-11.9,-12.2,-11.6,-10.7,-7.9,-8.64497,-9,-9.1,-9.7,1.4,4.965082,0.4,14.22608,6.2,-27,-23.1,-25.7,-16.217876,-26.4,-28.62996,-26.5,0.35,-1.968,-1.784,-1.685,-1.917,-1.7,0.471,0.11,-1.35,-1.71,-1.79,1.27,0,0,0,0,0,0
Feb-00,2000,2,0,25.2,22.48,34.68,21.85,20.6,-8.1,-9,-6.9,-4.141706,-8.7,-9.6,-9.5,-7.524582923,-5.3,-4.86652,-6.7,-7.1,-6.7,7.8,7.799448,5.7,13.59288,9.6,-23.1,-22.4,-29.8,-21.035306,-28,-25.09482,-24.3,4.37,-1.204,-0.969,-1,-1.118,1.2,1.236,0.17,-1.38,-1.15,-1.53,1.076,57.33333333,0,0,112.6666667,0,0
Mar-00,2000,3,31.183165,28.2,34.03,50.52,37.08,25.5,-5.1,-5.8,-1.3,1.070462,-3,-5.6,-6.9,-4.82871,-2.4,0.21184,-2.9,-5.3,-0.4,9,11.809474,7.8,15.81173,15.9,-13.6,-16.4,-15.1,-12.013716,-16.4,-13.62264,-14.6,0.54,-0.692,-0.475,-0.508,-0.605,0.95,0.882,0.36,-1.34,-0.82,-1.26,-0.451,81,0,125,205,0,351
Apr-00,2000,4,41.00451,18.9,39.63,27.44,48.26001,17,-1.6,-2.6,2.2,2.331702,1.1,-2.1,-3.4,-2.639339892,0.6,2.043247312,0.3,-1.9,4.1,17.5,15.428,15.4,21.14,20.7,-20.2,-20.8,-15.6,-10.604,-14.8,-19.34,-15.3,-3.34,-0.402,-0.392,-0.111,-0.329,-0.58,1.758,0.25,-1.1,-0.3,-0.8,-0.279,87,46.5,137,230.3333333,100.5,414
May-00,2000,5,75.5515,38.2,66.29,34.08,27.93999,28.8,1.7,1,6,7.08468,4.5,1.4,0.2,2.21507,4.7,8.43642,3.9,1.8,8.8,18.4,16.82162,16.5,21.53021,21.7,-9.9,-10.9,-5.9,-1.798932,-6.8,-5.56217,-5,0.31,-0.582,-0.568,-0.484,-0.575,-0.16,0.415,0.32,-0.92,-0.5,-0.8,0.969,0,0,125,0,0,447
Jun-00,2000,6,194.22875,24.2,51.82,42.88,92.71001,109.8,5.3,5.3,10.2,10.0806,8.4,5.2,4.6,6.992838709,8.7,12.2549,7.9,6,12.5,24,26.74223,21.8,27.50554,24.9,-8.2,-7.5,-4.1,-1.092948,-4.4,-3.35093,-1.9,0.89,-0.579,-0.521,-0.843,-0.666,-1.19,-0.872,0.14,-0.67,-0.75,-0.75,0.586,0,0,86,0,0,325
Jul-00,2000,7,212.50864,18,95.25,71.98,59.19,66.8,10.2,9.6,14.2,13.610606,12.3,9.3,9.3,10.02252,12.8,16.30479,11.9,9.9,16.7,29.7,25.907798,29.6,32.30178,31.3,-1.1,-1.3,0.1,2.168184,-1.7,2.08233,3,-2.99,-0.696,-0.903,-0.667,-0.788,-2.55,-0.345,0.2,-0.58,-0.58,-0.57,-0.649,0,0,0,0,0,0
Aug-00,2000,8,117.27587,42.6,68.07999,50.38,53.08001,63.9,9.8,8.5,13,12.818948,11.5,9,8.7,9.01213,12,14.79708,10.6,8.8,15.6,28.8,22.99471,28.1,30.06166,29.9,-2.4,-3.7,-4.5,2.845502,-3.5,-0.92334,3.4,0.78,-1.01,-1.102,-0.956,-1.071,-0.51,0.484,0.22,-0.44,-0.38,-0.36,0.144,0,0,0,0,0,0
Sep-00,2000,9,82.298655,52.6,75.7,58.8,101.59999,53.6,3.117853075,4.2,8.1,8.302492,6.6,4.5,3.7,3.66699,7.4,10.03382,7.1,4.9,10.7,25.2,23.08752,23.4,28.17325,27.5,-9.319426,-17.3,-7.7,-3.973066,-9.8,-7.76388,-7.8,-1.1,-0.895,-0.811,-1.016,-0.936,-1.21,0.973,0.25,-0.4,-0.31,-0.39,0.395,0,0,0,0,0,0
Oct-00,2000,10,0,8.5,11.18001,20.9,11.94,1.8,-0.16497,5.07562,3.8,4.46,2.2,-1.889079892,-0.5,0.23485,2.330556452,5.79752,2.205403011,1.4,5.4,18,12.4,17.3,24.00844,23.7,-16.09814,-13.75882,-10.1,-3.56,-12.3,-10.52827,-9.4,1.37,-0.868,-1.082,-1.11,-1.072,0.44,0.866,0.2,-0.48,-0.48,-0.55,0.317,0,0,0,0,0,0
Nov-00,2000,11,0,15.8,15.49,37.6,13.72,5.8,-6.981674387,-3.44765,-6.1,-2.569856,-8.3,-9.7,-9.1,-8.55498,-3.122419355,-1.73163,-5.32085,-6.1,-3.3,7,7.036562,4,15.7371,15.1,-21.224164,-16.03163,-22,-13.84504,-21.9,-20.4359,-19.5,-0.24,-0.727,-0.804,-1.187,-0.955,0.7,2.019,0.23,-0.52,-0.72,-0.75,-1.581,0,0,0,0,0,0
Dec-00,2000,12,0,12.2,23.88,55.14,20.32,8.8,-10.96322581,-11.5483871,-11.5,-6.105928,-13.6,-12.9,-12.5,-10.18091323,-7.26023271,-6.79414,-8.380758258,-10.2,-9.9,1.6,4.772852,0.4,14.78577,12.8,-28.86,-25.74,-34.8,-19.266642,-34.2,-30.50361,-30.9,-1.41,-0.232,0.024,-0.639,-0.295,0.92,0.774,0.07,-0.8,-0.72,-0.92,-2.354,0,0,0,0,0,0
Jan-01,2001,1,0,4.5,3.04,23.18,1.77,2,-7.053146666,-2.361,-6.6,-0.050284,-9.9,-8.9,-8.3,-6.31628,-1.57173,-0.27509,-3.31725,-4.5,-1.5,5,9.031592,0.7,16.77545,11.5,-19.15053,-11.08208,-20.8,-11.45198,-23.3,-13.32269,-16.8,0.02,0.15,0.519,-0.135,0.199,1.29,0.78,0.08,-0.82,-0.71,-0.88,-0.959,0,0,0,0,0,0
Feb-01,2001,2,0,43.4,16.51,37.18,23.12,7.7,-10.26734529,-8.12725,-11.4,-7.866608,-12.3,-13.3,-13.4,-12.82233,-5.730524336,-7.51624,-10.71935,-10.05136,-10.5,6.1,1.072712,4.3,16.47068,12.9,-29.349608,-23.95771,-33,-16.941272,-32.7,-26.7619,-26.8,0.07,-0.291,0.145,-0.347,-0.168,-0.51,1.002,0.23,-0.77,-0.4,-0.63,-0.622,36,0,0,67.66666667,0,0
Mar-01,2001,3,26.7094475,13.6,25.41001,29.68,30.98,12.3,-5.407757935,-0.9163,-1.9,-0.449076,-3.6,-6,-6.7,-5.88847,-1.762396774,2.17784,-2.430967742,-4.9,-0.1,11.9,9.01774,10.9,18.56121,14.7,-21.636262,-14.33136,-19.6,-11.92123,-23.5,-18.43719,-17.4,-0.68,-0.341,-0.035,-0.104,-0.192,0.39,0.46,0.25,-0.61,-0.1,-0.48,-1.687,59.66666667,0,83,109.3333333,0,183
Apr-01,2001,4,36.600304,86.7,68.82999,46.3,105.16,19.2,2.738976559,2.11556,1.7,6.365116,0.6,-2.8,-4.3,-3.23113,3.945660387,6.02287,0.50264,-2.7,4,19.1,16.3225,16.8,24.23257,23.6,-12.086606,-13.12228,-17.7,-3.422688,-17.6,-13.05588,-13.4,1.24,-0.862,-0.837,-0.504,-0.79,-0.7,-0.182,0.15,-0.33,-0.03,-0.3,0.906,52.66666667,42,93,118,85.5,224
May-01,2001,5,119.5620675,21.6,25.14,25.82,27.18,30.5,6.396960215,8.47105,8.3,9.644304,6.1,3,1.8,3.41338,8.644860215,13.59941,7.28245,4.1,11.2,26.3,22.12,24.4,32.61505,28.1,-4.275834,-3.20197,-3.2,-1.34,-5.3,-1.71736,-6,-0.09,-0.752,-0.755,-0.415,-0.695,-0.01,-0.836,0.16,-0.23,-0.31,-0.3,0.452,0,0,84,0,0,251
Jun-01,2001,6,184.16075,72,149.86,36.48,118.36001,121.4,6.29569985,7.06364286,9.9,11.272168,8.4,5.5,6.152903226,4.649545806,9.276600666,14.51432,9.248629096,5.6,12.2,24,22.859676,21.4,30.63563,26.5,-4.208438,-4.07266,-0.9,2.304916,-2.2,2.08713,2.6,-1.33,-0.888,-1.02,-0.741,-0.917,-0.89,-0.195,0.32,-0.05,-0.24,-0.11,-0.015,0,0,0,0,0,0
Jul-01,2001,7,134.74008,27.6,46.23001,49.86,32,58.8,10.04595318,9.9,14.7,14.05422,12.8,10.2,10.14630108,10.4,13,14.3,12.5,10.1,16.8,30.6,23.96,28.3,31.4,32.6,-1.057146,0.6,2.2,4.24,-0.2,0.5,2.9,-1.12,-1.485,-1.73,-1.447,-1.622,-0.36,-0.27,0.3,0.17,-0.17,0.01,-0.031,0,0,0,0,0,0
Aug-01,2001,8,85.210115,1.2,10.92,30.6,40,14.2,11.92788,11.1,15.3,12.540234,13.8,11.1,10.39419355,11.7,14.4,15,13.3,11.7,18,30.9,25.593158,32.2,31.4,34.3,1.10234,0.5,1.5,0.25862,0.7,-0.4,4.9,1.64,-0.815,-1.09,-0.884,-0.977,-0.14,-1.014,0.45,0.21,-0.28,-0.07,0.521,0,0,0,0,0,0
Sep-01,2001,9,57.14239,24.2,25.15,25.06,21.6,13,6.4505,6.6,10.5,10.765116,9,7,7.714666667,7.1,9.2,10.4,8.7,6.4,13.2,27.6,25.50581,25.3,28.2,31.9,-2.27917,-4.6,-2.6,-2.626256,-3.9,-3.6,0,-3.83,-1.048,-1.217,-1.102,-1.185,0.04,0.112,0.52,0.29,-0.67,-0.28,-0.707,0,0,0,0,0,0
Oct-01,2001,10,0,12.2,13.97,28.04,16.8,17.9,-1.85231,-2.8,2.3,2.829838,0.2,-2.7,-3.4,-1.4,1.8,2.5,0.7,-1.4,4,17.4,15.267818,14.7,20.3,22.6,-13.11696,-16.1,-9.2,-10.064952,-12.6,-12.5,-12.7,0.88,-1.137,-1.201,-0.813,-1.114,-0.08,-0.376,0.47,0.16,-0.53,-0.26,0.707,0,0,0,0,0,0
Nov-01,2001,11,0,23.6,15.24,32.68,27.9,16.6,-3.50008,-5,-1.6,-2.079302,-4.9,-5,-5.5,-3.1,-0.7,-1.1,-2.1,-2.9,-0.2,13.6,9.912168,6.8,18.1,18.8,-17.28131,-17.8,-24,-18.631094,-18.2,-24.5,-25.1,0.01,-0.97,-0.793,-0.607,-0.838,1.03,0.638,0.4,0.16,-0.59,-0.28,0.819,0,0,0,0,0,0
Dec-01,2001,12,0,5.4,7.1,38.94,4.32,4.8,-10.18882,-11.1,-10,-4.86185,-12.7,-10.3,-11,-10.3,-6.6,-7.5,-9.3,-8.2,-8.2,4.9,8.560612,-0.7,9.7,7,-25.0377,-19.3,-29.7,-21.32416,-27.5,-23.9,-23.9,-2.25,-0.948,-0.889,-0.701,-0.896,0.26,-1.055,0.51,0.01,-0.64,-0.46,-1.322,0,0,0,0,0,0
Jan-02,2002,1,0,30.2,24.64001,48.48,28.1,11.4,-11.14903226,-11.4116129,-8.7,-6.290332,-11.2,-11.8,-11.7,-10.4,-6.9,-6.6,-8.8,-9,-6.5,4.1,5.012712,1.8,12.3,12.1,-34.16,-32.22,-36.2,-19.021272,-31.5,-35.2,-33.1,2.31,-0.555,-0.154,-0.262,-0.327,-0.7,0.202,0.58,0.27,-0.49,-0.14,1.381,0,0,0,0,0,0
