,Year,Month,Flow,Banff_precip,Lake Louise_precip,Calgary Intl A_precip,Lake Louise_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Lake Louise_max_temp,Calgary Intl A_max_temp,Lake Louise_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO
1966-04-01,1966.0,4.0,40.38,54.6,22.1,42.7,-0.4,0.8,11.7,17.2,-19.4,-18.9,1.18,-0.111,-0.085,-0.16,-0.118,-0.54,-0.899,0.02,0.35,-0.02,0.54,-1.837
1966-05-01,1966.0,5.0,210.525,115.1,54.6,58.4,6.7,10.2,24.4,28.9,-6.7,-2.8,1.51,-0.325,-0.332,-0.235,-0.313,-0.15,-0.715,-0.09,0.25,-0.6,-0.06,1.124
1966-06-01,1966.0,6.0,295.825,74.2,42.2,79.2,9.0,11.9,23.9,26.1,-2.2,1.7,0.82,0.052,0.154,0.005,0.076,0.1,0.144,-0.15,0.21,-0.32,0.14,0.408
1966-07-01,1966.0,7.0,270.74,55.4,66.3,113.3,11.4,15.6,26.1,27.8,-1.1,5.0,-1.99,0.18,0.118,0.365,0.221,-1.18,-0.149,-0.11,0.39,-0.18,0.23,0.011
1966-08-01,1966.0,8.0,144.95,31.2,64.5,30.5,10.5,13.9,28.9,31.1,-2.8,1.7,-2.03,0.153,0.101,0.17,0.14,1.26,0.189,-0.16,0.24,-0.5,-0.1,-0.945
1966-09-01,1966.0,9.0,92.2375,22.1,42.9,4.6,9.4,13.0,25.0,28.9,-5.0,-1.7,-0.47,0.059,0.051,0.29,0.14,0.63,-0.239,-0.11,0.13,-0.44,-0.05,0.011
1966-10-01,1966.0,10.0,0.0,90.2,6.4,14.5,1.2,5.2,17.8,25.0,-13.3,-10.0,-2.89,-0.223,-0.184,-0.192,-0.201,-0.61,-0.325,-0.05,0.01,-0.31,-0.05,-1.077
1966-11-01,1966.0,11.0,0.0,47.8,28.2,33.8,-7.3,-7.7,5.0,12.2,-23.9,-25.6,-0.07,-0.492,-0.32,-0.54,-0.468,-1.96,-0.202,-0.03,-0.12,-0.7,-0.37,0.111
1966-12-01,1966.0,12.0,0.0,11.7,86.0,5.6,-11.2,-7.7,1.7,10.0,-30.0,-27.2,1.68,-0.242,-0.057,-0.323,-0.208,-0.21,-0.607,0.07,-0.08,-0.69,-0.26,-1.401
1967-01-01,1967.0,1.0,0.0,32.5,23.5,20.6,-10.3,-11.7,1.7,7.8,-32.8,-30.6,0.04,-0.329,-0.153,-0.374,-0.299,-1.16,1.524,0.01,-0.74,-0.49,-0.55,-0.576
1967-02-01,1967.0,2.0,0.0,21.6,16.0,9.7,-8.1,-5.3,6.7,11.7,-31.1,-25.0,1.7,-0.503,-0.118,-0.535,-0.397,-0.2,1.199,-0.01,-0.67,-0.42,-0.56,1.18
1967-03-01,1967.0,3.0,29.4875,27.7,23.0,19.6,-8.5,-7.9,4.4,10.0,-27.8,-30.6,3.0,-0.651,-0.508,-0.699,-0.64,-2.25,0.648,-0.06,-0.41,-0.47,-0.47,1.967
1967-04-01,1967.0,4.0,30.986,34.5,6.0,26.9,-1.7,-0.4,9.4,14.4,-19.4,-16.1,-0.76,-0.888,-0.754,-1.11,-0.959,-1.91,-0.119,-0.03,-0.04,-0.69,-0.53,1.7
1967-05-01,1967.0,5.0,150.555,43.9,29.3,61.0,4.0,7.9,18.9,25.6,-10.6,-8.3,-0.46,-1.177,-1.107,-1.506,-1.322,-0.8,-0.406,-0.3,0.15,-0.41,-0.24,0.127
1967-06-01,1967.0,6.0,442.525,51.6,29.7,54.1,10.0,12.4,25.6,27.2,-2.2,0.0,1.96,-1.03,-0.872,-1.416,-1.146,-0.33,0.673,-0.36,-0.04,-0.12,-0.12,0.647
1967-07-01,1967.0,7.0,263.92,8.1,54.4,7.6,12.8,16.5,27.8,31.1,-2.2,2.8,1.44,-0.806,-0.635,-1.068,-0.841,-1.24,0.175,-0.27,-0.09,-0.42,-0.1,0.259
1967-08-01,1967.0,8.0,145.05,27.7,97.1,14.5,14.2,17.3,30.0,32.8,-3.3,1.1,-0.41,-0.853,-0.861,-1.277,-1.011,-0.35,0.439,-0.21,-0.25,-0.71,-0.31,-0.293
1967-09-01,1967.0,9.0,91.605,8.9,61.7,1.5,11.7,15.0,28.3,33.3,-3.9,0.6,0.32,-0.249,-0.231,-0.354,-0.257,0.11,0.439,-0.21,-0.44,-0.95,-0.59,0.133
1967-10-01,1967.0,10.0,0.0,50.0,5.3,18.3,1.7,5.9,17.8,23.3,-11.7,-8.9,1.34,-0.067,0.041,-0.236,-0.069,1.1,-0.169,-0.17,-0.2,-0.96,-0.38,1.299
1967-11-01,1967.0,11.0,0.0,7.4,73.5,6.4,-5.5,-1.0,5.6,15.0,-25.6,-19.4,-0.91,0.064,0.247,0.006,0.131,-0.35,-0.567,-0.21,-0.1,-0.92,-0.34,0.334
1967-12-01,1967.0,12.0,0.0,24.6,102.0,15.2,-13.0,-7.7,1.7,12.2,-33.3,-31.7,-0.53,-0.745,-0.652,-0.805,-0.775,-1.12,-0.777,-0.14,-0.14,-0.85,-0.35,-0.347
1968-01-01,1968.0,1.0,0.0,31.8,35.0,14.2,-12.7,-11.8,4.4,15.0,-38.3,-32.8,1.65,-0.776,-0.549,-0.638,-0.676,-1.78,0.473,-0.25,-0.25,-1.16,-0.6,-0.409
1968-02-01,1968.0,2.0,0.0,5.3,15.0,2.3,-6.2,-4.4,13.9,17.8,-30.0,-25.0,-1.53,-0.264,-0.103,-0.317,-0.214,1.11,0.773,-0.21,-0.03,-1.32,-0.74,-2.154
1968-03-01,1968.0,3.0,26.3675,40.4,74.0,18.5,-2.9,1.6,12.8,20.0,-20.0,-13.9,0.34,0.116,0.196,0.044,0.162,0.13,-0.556,-0.28,-0.41,-1.18,-0.76,1.741
1968-04-01,1968.0,4.0,27.152,32.3,45.2,18.5,-2.1,2.4,16.1,24.4,-20.0,-18.9,-0.71,-0.48,-0.322,-0.62,-0.476,-1.11,-0.309,-0.18,-0.41,-0.7,-0.47,0.328
1968-05-01,1968.0,5.0,95.5625,51.3,35.0,49.8,5.0,8.0,21.7,22.2,-10.0,-12.2,-1.5,-0.321,-0.299,-0.445,-0.359,0.23,1.212,-0.27,-0.36,-0.85,-0.44,-0.241
1968-06-01,1968.0,6.0,271.8,47.5,59.8,54.9,8.5,12.3,22.8,29.4,-4.4,1.1,0.95,0.158,0.311,0.092,0.216,-0.08,1.273,-0.39,-0.11,-0.09,0.19,0.42
1968-07-01,1968.0,7.0,217.82,46.0,55.6,66.5,12.8,15.7,31.1,32.8,-2.2,2.8,-1.96,0.679,0.716,0.524,0.695,-0.04,0.767,-0.4,-0.1,0.26,0.31,-0.836
1968-08-01,1968.0,8.0,127.905,49.0,64.1,25.7,11.1,13.4,27.2,27.2,-0.6,3.3,-1.45,0.278,0.276,0.251,0.281,1.3,-0.204,-0.3,-0.03,0.38,0.33,-0.671
1968-09-01,1968.0,9.0,90.2325,42.7,64.1,61.7,7.2,10.7,21.1,28.9,-5.0,-2.2,0.5,0.356,0.464,0.471,0.45,-0.87,-0.358,-0.21,-0.26,0.29,0.05,-1.009
1968-10-01,1968.0,10.0,0.0,24.4,51.8,18.3,0.6,4.9,13.3,21.7,-11.7,-7.2,0.03,0.093,0.2,0.019,0.117,0.45,-0.353,-0.03,0.18,0.26,0.32,-1.013
1968-11-01,1968.0,11.0,0.0,21.3,67.0,3.0,-7.8,-1.4,4.4,13.3,-27.8,-21.7,-2.0,0.149,0.278,0.07,0.18,0.83,-0.442,-0.09,0.52,0.37,0.76,-2.183
1968-12-01,1968.0,12.0,0.0,58.7,52.3,23.6,-17.6,-14.2,-1.1,7.2,-43.9,-38.9,-1.73,-0.101,0.117,-0.274,-0.095,-1.74,0.126,-0.11,0.48,0.56,0.76,-0.783
1969-01-01,1969.0,1.0,0.0,42.7,14.5,14.2,-24.7,-24.6,-1.7,6.7,-45.0,-38.9,-1.64,-0.543,-0.318,-0.712,-0.543,-2.96,-1.356,-0.07,0.93,0.37,0.9,-2.967
1969-02-01,1969.0,2.0,0.0,10.4,83.0,12.4,-12.6,-12.1,3.3,3.9,-31.1,-27.8,-3.16,-1.003,-0.792,-1.175,-1.033,-1.97,-0.853,0.09,1.23,0.32,1.02,-3.114
1969-03-01,1969.0,3.0,29.33,6.6,18.0,6.6,-5.2,-4.4,10.0,14.4,-25.6,-21.1,-1.81,-0.994,-0.791,-1.045,-0.995,0.47,-0.026,0.14,0.67,0.42,0.61,-1.582
1969-04-01,1969.0,4.0,64.822,64.8,32.5,56.4,2.8,7.0,17.8,22.2,-10.6,-4.4,1.11,-0.832,-0.733,-0.882,-0.847,0.48,-0.899,0.13,0.48,0.36,0.33,0.438
1969-05-01,1969.0,5.0,201.45,58.2,47.6,29.5,7.0,10.3,23.9,26.1,-6.1,-1.1,-0.23,-0.621,-0.585,-0.719,-0.671,1.02,-0.777,-0.03,0.32,0.65,0.39,-0.72
1969-06-01,1969.0,6.0,337.575,97.8,94.0,126.5,11.2,13.2,27.2,32.2,-3.3,-2.8,-1.17,0.947,1.078,0.985,1.083,2.11,-0.239,-0.11,-0.03,0.67,0.26,-0.348
1969-07-01,1969.0,7.0,263.66,82.0,29.4,75.2,10.7,14.6,26.1,30.0,-3.3,5.0,3.7,0.177,0.054,0.203,0.167,0.51,-0.727,-0.04,0.01,0.3,0.1,0.41
1969-08-01,1969.0,8.0,122.125,20.8,36.9,15.5,10.5,15.8,26.1,31.7,-3.3,1.7,-1.62,-0.324,-0.347,-0.423,-0.376,-0.69,-0.707,-0.12,0.36,0.6,0.52,-0.782
1969-09-01,1969.0,9.0,79.3875,51.6,44.7,52.3,7.2,10.7,24.4,31.1,-3.3,-2.8,0.38,-0.537,-0.548,-0.506,-0.561,1.31,-1.1,-0.1,0.38,0.68,0.47,-0.083
1969-10-01,1969.0,10.0,0.0,26.2,15.6,31.8,0.3,1.8,13.3,17.8,-17.8,-17.8,0.7,0.965,1.124,1.195,1.153,0.55,-1.355,-0.14,0.38,0.82,0.66,0.098
1969-11-01,1969.0,11.0,0.0,25.9,3.0,4.3,-5.2,1.5,7.8,21.7,-22.8,-18.3,-1.28,0.647,0.755,0.58,0.7,0.13,-0.177,-0.09,0.48,0.85,0.75,0.326
1969-12-01,1969.0,12.0,0.0,10.9,127.0,2.8,-12.7,-4.3,1.1,12.8,-28.9,-18.3,-0.26,0.938,1.102,0.989,1.076,1.53,0.243,0.0,0.53,0.86,0.68,-1.856
1970-01-01,1970.0,1.0,0.0,20.1,37.0,12.4,-16.8,-13.5,1.1,7.2,-44.4,-38.9,-1.16,0.942,1.111,1.107,1.111,0.12,-1.256,-0.07,0.37,0.66,0.55,-2.412
1970-02-01,1970.0,2.0,0.0,11.4,36.0,9.4,-8.3,-3.0,7.2,14.4,-27.2,-20.6,1.1,0.949,1.114,1.045,1.103,1.01,-1.219,-0.09,0.4,0.13,0.36,-1.325
1970-03-01,1970.0,3.0,24.27,16.3,42.0,23.1,-7.1,-4.0,7.2,12.8,-31.1,-28.3,-1.78,1.098,1.214,1.235,1.261,0.49,0.058,-0.02,0.27,-0.1,0.26,-2.084
1970-04-01,1970.0,4.0,31.376,21.6,16.7,35.3,-2.5,2.0,8.9,16.7,-16.7,-7.8,2.52,0.319,0.428,0.293,0.372,-0.66,-0.562,-0.01,0.15,-0.24,0.18,0.302
1970-05-01,1970.0,5.0,89.8675,17.5,121.7,19.1,6.9,9.5,24.4,25.6,-5.0,-3.3,1.87,-0.463,-0.547,-0.544,-0.547,-0.5,0.038,-0.08,0.23,-0.62,0.01,0.531
1970-06-01,1970.0,6.0,299.05,101.3,56.2,159.0,12.6,16.1,29.4,32.8,-3.3,3.9,-0.11,-0.177,0.068,-0.058,-0.062,0.23,1.017,-0.2,-0.07,-0.86,-0.3,0.875
1970-07-01,1970.0,7.0,161.66,31.2,39.1,57.4,13.8,17.7,29.4,32.8,1.7,6.7,0.27,-0.514,-0.521,-0.508,-0.548,0.74,-0.52,-0.32,-0.24,-1.68,-0.98,0.139
1970-08-01,1970.0,8.0,95.4225,4.6,60.2,6.6,12.9,16.7,29.4,33.9,-2.8,3.9,-0.2,-1.185,-1.213,-1.224,-1.276,-0.6,0.305,-0.21,-0.49,-1.49,-0.95,-0.263
1970-09-01,1970.0,9.0,58.9825,28.7,89.0,23.4,4.6,9.9,23.9,28.3,-12.8,-6.7,0.47,-1.077,-1.072,-1.011,-1.121,-0.39,1.177,-0.18,-0.58,-1.07,-0.78,0.03
1970-10-01,1970.0,10.0,0.0,10.4,25.9,24.1,0.2,4.8,22.8,27.8,-16.1,-9.4,0.0,-0.814,-0.73,-0.986,-0.877,-0.95,0.741,-0.13,-0.69,-0.87,-0.65,0.098
1970-11-01,1970.0,11.0,0.0,26.4,84.0,17.0,-8.7,-6.7,12.2,13.3,-36.1,-26.7,0.76,-0.563,-0.543,-0.564,-0.561,-1.15,1.85,-0.16,-0.55,-1.15,-0.85,0.378
1970-12-01,1970.0,12.0,0.0,34.3,133.0,9.7,-16.1,-12.5,1.1,5.0,-36.7,-32.8,-1.58,-0.928,-0.718,-1.025,-0.932,-1.09,1.832,-0.15,-0.97,-1.26,-1.11,-0.399
1971-01-01,1971.0,1.0,0.0,78.5,10.0,24.1,-14.8,-13.9,4.4,10.0,-38.3,-36.1,-0.43,-1.237,-0.989,-1.28,-1.234,-2.43,0.233,-0.19,-1.28,-1.31,-1.47,-0.163
1971-02-01,1971.0,2.0,0.0,22.1,41.0,10.4,-9.7,-4.5,3.9,10.0,-33.9,-22.2,1.21,-1.236,-1.001,-1.412,-1.278,-0.16,1.442,-0.25,-1.0,-1.42,-1.28,-0.922
1971-03-01,1971.0,3.0,25.1575,39.9,21.0,27.2,-8.7,-5.1,6.7,8.3,-28.3,-23.3,-1.76,-1.234,-1.029,-1.186,-1.224,-0.28,1.976,-0.32,-1.1,-1.17,-1.29,-1.091
1971-04-01,1971.0,4.0,40.564,34.5,48.3,18.0,-0.1,4.4,14.4,20.6,-17.8,-8.3,-3.15,-1.306,-1.208,-1.308,-1.355,0.23,2.581,-0.41,-0.74,-0.78,-0.97,-0.583
1971-05-01,1971.0,5.0,171.56,37.1,68.8,18.0,6.8,10.9,22.8,27.2,-7.8,-2.2,-0.62,-1.375,-1.259,-1.141,-1.355,1.09,0.882,-0.36,-0.66,-0.87,-0.82,0.679
1971-06-01,1971.0,6.0,327.925,54.9,51.3,95.0,9.2,13.3,25.6,26.1,-2.2,2.2,-1.32,-1.721,-1.484,-1.591,-1.704,0.51,0.212,-0.38,-0.74,-0.81,-0.78,-0.668
1971-07-01,1971.0,7.0,196.54,33.8,151.5,73.4,12.3,16.0,29.4,30.6,-3.3,1.1,-1.04,-1.803,-1.896,-2.014,-2.017,-1.74,0.167,-0.37,-0.83,-0.62,-0.64,-0.578
1971-08-01,1971.0,8.0,129.035,11.2,12.6,29.7,14.6,19.6,31.7,35.0,0.6,5.6,0.07,-0.228,-0.189,-0.142,-0.193,-0.81,1.421,-0.47,-0.87,-0.81,-0.65,0.818
1971-09-01,1971.0,9.0,73.8025,42.2,24.4,40.4,5.4,9.3,20.0,27.8,-7.8,-3.3,-0.54,0.056,0.05,0.038,0.036,0.15,1.512,-0.35,-1.06,-0.76,-0.75,0.153
1971-10-01,1971.0,10.0,0.0,45.2,34.1,25.7,-1.1,4.6,20.0,25.0,-30.6,-17.8,1.63,-0.394,-0.154,-0.362,-0.319,-1.35,1.752,-0.14,-0.61,-1.08,-0.78,1.185
1971-11-01,1971.0,11.0,0.0,20.6,29.0,1.5,-6.7,-2.1,5.0,15.6,-27.2,-17.2,-1.46,-1.197,-0.985,-1.354,-1.245,-0.26,0.555,-0.12,-0.58,-1.09,-0.85,0.419
1971-12-01,1971.0,12.0,0.0,66.8,64.0,27.4,-18.1,-13.9,-2.8,6.7,-36.7,-33.3,0.76,-1.699,-1.519,-1.769,-1.766,-1.76,0.145,-0.25,-0.47,-1.15,-0.89,0.824
1972-01-01,1972.0,1.0,0.0,66.5,84.0,17.3,-18.8,-15.7,-1.7,8.9,-45.0,-37.8,-0.52,-1.809,-1.674,-1.977,-1.944,-2.46,0.329,-0.25,-0.41,-0.57,-0.58,0.166
1972-02-01,1972.0,2.0,0.0,107.7,91.0,21.6,-12.8,-13.3,7.2,6.1,-39.4,-28.9,-0.2,-1.716,-1.53,-1.842,-1.801,-2.27,0.673,-0.3,-0.03,-0.32,-0.22,-0.195
1972-03-01,1972.0,3.0,37.2425,34.5,46.0,11.2,-3.6,-2.0,8.9,16.7,-27.2,-34.4,0.26,-1.253,-1.114,-1.283,-1.285,-0.1,0.128,-0.39,-0.01,-0.2,-0.25,-0.141
1972-04-01,1972.0,4.0,31.372,21.1,25.0,16.8,-2.3,3.4,15.0,22.8,-20.0,-11.7,0.22,-1.277,-1.235,-1.253,-1.33,-1.95,-0.456,-0.3,0.33,0.32,0.21,1.007
1972-05-01,1972.0,5.0,160.1375,16.3,17.0,31.0,6.1,10.3,28.3,31.1,-11.1,-3.3,1.24,-1.652,-1.603,-1.52,-1.687,0.21,-1.522,-0.51,0.47,0.49,0.33,0.14
1972-06-01,1972.0,6.0,421.875,76.5,25.3,140.5,9.6,15.0,23.9,29.4,-2.8,3.9,1.07,-1.517,-1.409,-1.212,-1.476,-0.15,-1.683,-0.5,0.35,0.93,0.66,-0.049
1972-07-01,1972.0,7.0,248.94,46.2,68.1,71.4,10.9,14.0,25.0,30.6,-3.3,2.2,0.41,-0.795,-0.972,-0.674,-0.869,-1.13,-1.844,-0.41,0.3,1.33,0.83,-0.553
1972-08-01,1972.0,8.0,159.05,35.1,63.0,56.4,13.0,16.9,28.3,30.6,-3.9,2.8,0.11,0.268,0.258,0.278,0.29,-0.04,-1.115,-0.49,0.19,2.02,1.3,-0.082
1972-09-01,1972.0,9.0,94.3625,78.2,54.3,56.1,3.5,6.7,20.0,22.2,-12.8,-6.7,-4.11,0.2,0.243,0.052,0.189,0.13,-1.477,-0.38,0.23,1.64,1.19,-0.92
1972-10-01,1972.0,10.0,0.0,32.0,32.0,18.5,-0.7,2.8,19.4,23.3,-20.0,-15.0,-1.74,0.126,0.125,-0.014,0.1,-1.49,-1.134,-0.28,0.71,1.92,1.77,0.392
1972-11-01,1972.0,11.0,0.0,5.1,44.0,5.1,-7.2,-1.5,4.4,12.2,-24.4,-13.9,0.64,0.043,0.133,-0.109,0.041,0.53,-0.384,-0.24,0.61,2.15,1.87,-0.38
1972-12-01,1972.0,12.0,0.0,54.6,45.0,35.6,-16.8,-12.6,1.7,8.9,-42.2,-36.7,2.11,-0.206,-0.287,-0.307,-0.271,-0.86,-1.47,-0.26,0.89,2.44,2.19,1.238
1973-01-01,1973.0,1.0,0.0,20.1,95.0,3.3,-14.2,-6.9,1.7,11.7,-40.6,-31.7,1.37,-0.287,-0.067,-0.459,-0.274,-0.88,-0.429,-0.28,0.85,1.62,1.6,1.232
1973-02-01,1973.0,2.0,0.0,13.5,25.0,18.5,-9.8,-7.2,10.0,11.7,-35.0,-28.3,1.22,-0.492,-0.267,-0.769,-0.525,-0.14,-1.466,-0.21,0.61,0.81,1.08,0.786
1973-03-01,1973.0,3.0,28.5675,21.6,36.0,9.7,-4.3,0.3,8.9,13.9,-20.6,-13.9,1.04,-0.632,-0.521,-0.714,-0.66,0.53,-0.064,-0.16,0.44,0.31,0.58,0.537
1973-04-01,1973.0,4.0,34.994,47.0,72.5,25.7,-0.7,2.5,11.1,17.2,-20.0,-10.6,-2.61,-0.794,-0.821,-0.836,-0.873,0.11,-0.372,-0.14,-0.04,-0.33,-0.07,-1.126
1973-05-01,1973.0,5.0,162.8825,92.5,9.8,28.2,5.7,10.9,26.1,27.2,-11.1,-5.6,0.37,-0.971,-1.017,-0.897,-1.018,0.67,0.252,-0.13,-0.08,-0.89,-0.56,0.073
1973-06-01,1973.0,6.0,287.525,51.1,66.4,86.1,9.2,13.5,27.8,30.6,-3.3,0.6,0.83,-0.989,-0.988,-0.833,-1.023,1.01,1.222,-0.07,-0.56,-0.96,-0.86,0.531
1973-07-01,1973.0,7.0,204.0,30.2,78.3,38.1,11.9,16.6,28.9,32.8,-2.2,3.3,-1.85,-0.585,-0.708,-0.566,-0.683,-0.26,0.626,-0.04,-0.75,-1.25,-1.14,0.27
1973-08-01,1973.0,8.0,119.105,64.0,37.6,83.6,11.5,15.4,31.7,31.7,-6.1,0.6,2.32,-0.598,-0.738,-0.491,-0.684,-0.95,1.179,-0.14,-0.95,-1.22,-1.21,0.313
1973-09-01,1973.0,9.0,83.3225,35.8,28.7,27.7,7.6,10.8,26.7,27.8,-6.7,-2.2,-0.79,-0.423,-0.37,-0.238,-0.399,-0.27,1.271,-0.09,-1.21,-1.18,-1.4,0.114
1973-10-01,1973.0,10.0,0.0,33.8,16.1,7.1,0.7,5.0,15.0,21.1,-14.4,-8.9,-1.03,-0.664,-0.686,-0.63,-0.716,-0.74,0.85,-0.13,-1.3,-1.35,-1.58,0.337
1973-11-01,1973.0,11.0,0.0,48.0,46.5,23.4,-11.2,-12.2,2.8,6.7,-29.4,-29.4,-0.26,-1.069,-0.929,-1.017,-1.08,-1.66,2.847,-0.15,-1.58,-1.59,-2.07,0.002
1973-12-01,1973.0,12.0,0.0,14.0,38.0,8.6,-10.7,-7.3,1.7,8.9,-33.3,-25.6,-1.65,-0.817,-0.69,-0.91,-0.86,0.23,1.762,-0.16,-1.86,-1.6,-2.18,-0.181
1974-01-01,1974.0,1.0,0.0,127.3,67.0,24.1,-15.0,-13.2,3.3,7.2,-41.7,-32.2,3.75,-0.643,-0.537,-0.69,-0.668,-1.54,2.163,-0.14,-1.72,-1.58,-2.02,0.232
1974-02-01,1974.0,2.0,0.0,17.5,26.0,3.3,-8.0,-4.3,2.8,9.4,-23.9,-28.9,0.68,-0.971,-0.98,-1.147,-1.097,-1.5,1.487,-0.2,-1.15,-1.19,-1.5,-0.489
1974-03-01,1974.0,3.0,25.3825,32.5,14.0,17.0,-7.5,-5.7,10.0,12.2,-30.0,-23.9,-0.81,-0.847,-0.834,-1.017,-0.963,-1.1,2.105,-0.36,-1.15,-0.94,-1.44,-0.746
1974-04-01,1974.0,4.0,47.632,67.3,9.9,50.5,2.1,5.3,18.3,23.9,-11.1,-5.6,-2.3,-0.358,-0.374,-0.471,-0.421,-0.73,1.273,-0.55,-0.94,-0.57,-1.0,0.309
1974-05-01,1974.0,5.0,116.42,52.3,58.9,71.1,4.1,7.1,16.7,22.2,-6.1,-2.8,-0.01,-0.482,-0.432,-0.38,-0.463,-0.4,1.238,-0.59,-0.76,-0.37,-0.79,-0.507
1974-06-01,1974.0,6.0,423.975,43.7,34.9,18.8,10.6,15.4,28.9,30.6,-4.4,2.2,-0.14,-0.452,-0.326,-0.376,-0.417,-1.36,0.141,-0.56,-0.81,-0.22,-0.7,-0.048
1974-07-01,1974.0,7.0,253.6,11.2,10.0,38.4,11.5,16.2,28.9,30.0,-3.3,2.8,2.07,0.134,0.188,0.16,0.169,-0.09,1.229,-0.59,-0.9,-0.22,-0.65,0.39
1974-08-01,1974.0,8.0,152.5,65.5,98.8,64.0,11.0,13.6,28.9,32.2,-2.8,1.1,0.89,0.286,0.205,0.429,0.313,0.9,0.555,-0.56,-0.73,0.04,-0.32,-0.533
1974-09-01,1974.0,9.0,93.625,26.9,68.2,37.1,7.4,10.1,22.8,27.8,-6.1,-6.1,0.11,0.937,0.886,0.828,0.951,0.35,1.163,-0.57,-0.89,-0.23,-0.35,-0.136
1974-10-01,1974.0,10.0,0.0,20.1,32.5,11.2,3.7,8.0,20.0,23.9,-9.4,-8.3,-1.44,0.44,0.433,0.366,0.44,0.93,0.723,-0.51,-0.96,-0.63,-0.75,-1.024
1974-11-01,1974.0,11.0,0.0,29.0,69.5,6.6,-7.3,-1.1,9.4,17.8,-22.8,-15.6,1.27,0.534,0.642,0.512,0.593,0.53,-0.423,-0.37,-1.02,-0.75,-0.96,-0.435
1974-12-01,1974.0,12.0,0.0,24.4,99.0,4.1,-9.9,-2.5,0.6,12.2,-31.1,-19.4,3.06,0.159,0.239,0.178,0.195,0.38,-0.144,-0.28,-0.9,-0.74,-0.86,0.556
1975-01-01,1975.0,1.0,0.0,15.5,3.0,7.1,-15.0,-8.3,4.4,11.7,-42.8,-35.0,2.43,-0.49,-0.411,-0.479,-0.5,-1.2,-0.625,-0.1,-0.7,-0.44,-0.37,1.595
1975-02-01,1975.0,2.0,0.0,43.7,16.0,12.4,-17.7,-12.4,5.0,12.8,-40.0,-33.9,0.4,-0.685,-0.576,-0.807,-0.752,-0.51,0.459,-0.13,-0.35,-0.5,-0.33,0.194
1975-03-01,1975.0,3.0,23.6925,11.9,7.0,22.6,-8.3,-5.8,8.9,9.4,-27.8,-19.4,-1.26,-0.888,-0.706,-0.905,-0.899,-0.81,1.135,-0.18,-0.6,-0.44,-0.59,0.151
1975-04-01,1975.0,4.0,29.602,17.5,27.4,15.5,-2.3,-0.3,12.8,16.1,-27.8,-22.2,-0.84,-1.27,-1.3,-1.281,-1.38,-0.67,1.484,-0.27,-0.72,-0.27,-0.59,0.409
1975-05-01,1975.0,5.0,75.4,17.8,40.7,68.1,4.2,8.3,18.9,23.3,-10.0,-4.4,-2.42,-1.56,-1.568,-1.533,-1.661,0.6,0.51,-0.34,-0.88,-0.93,-1.0,-0.614
1975-06-01,1975.0,6.0,203.85,34.8,62.4,70.9,7.5,12.6,22.8,26.7,-6.1,1.7,0.18,-1.194,-1.184,-1.019,-1.235,-0.31,1.685,-0.26,-1.02,-1.1,-1.25,-0.323
1975-07-01,1975.0,7.0,210.0,74.7,13.6,63.0,12.8,18.2,31.1,33.9,-5.0,5.6,0.63,-0.573,-0.559,-0.427,-0.565,-1.53,2.129,-0.14,-1.4,-0.88,-1.24,0.345
1975-08-01,1975.0,8.0,121.225,80.3,90.8,27.7,10.61032258,14.0,27.22,30.0,-3.4400000000000004,1.1,0.08,-0.841,-0.816,-0.701,-0.855,-1.1,2.03,-0.08,-1.62,-0.63,-1.16,0.13
1975-09-01,1975.0,9.0,76.2375,13.5,46.0,22.9,8.82,11.9,25.380000000000003,28.9,-4.24,-1.7,1.75,-0.831,-0.779,-0.675,-0.824,-0.23,2.151,-0.25,-1.92,-1.06,-1.44,1.278
1975-10-01,1975.0,10.0,0.0,31.0,87.3,15.5,2.0,4.7,17.9,26.7,-12.940000000000001,-11.7,0.39,-1.079,-0.987,-1.124,-1.141,-0.65,1.67,-0.28,-1.93,-1.22,-1.47,0.138
1975-11-01,1975.0,11.0,0.0,17.3,51.0,7.6,-7.9,-2.9,11.7,22.8,-31.1,-23.3,0.86,-1.386,-1.242,-1.364,-1.438,-0.63,1.246,-0.19,-1.88,-1.22,-1.46,0.619
1975-12-01,1975.0,12.0,0.0,82.6,3.0,35.1,-12.9,-6.5,1.7,9.4,-34.4,-31.7,-1.57,-1.299,-1.188,-1.378,-1.387,-0.16,2.054,-0.22,-1.88,-1.54,-1.64,1.29
1976-01-01,1976.0,1.0,0.0,6.9,54.5,4.8,-12.3,-6.1,5.0,13.9,-32.2,-32.8,0.75,-0.851,-0.841,-0.859,-0.919,-0.25,1.187,-0.24,-1.42,-1.65,-1.8,0.034
1976-02-01,1976.0,2.0,0.0,25.1,47.0,12.4,-9.2,-4.2,5.0,12.8,-31.1,-27.8,1.29,-0.758,-0.794,-0.732,-0.817,-2.38,1.185,-0.37,-0.97,-1.02,-1.05,1.656
